ReturnExpr/Constant:del,27
GenericList/ParameterType:add,9
Left/Binary:del,3
ArrayAccess/Cast:del,1
ParenExpr/Unary:mv,3
DeclList/InitExpr:mv,4
Compound/ExprStatement:mv,670
Left/ArrayAccess:mv,7
CondExpr/Binary:mv,1
Label/ExprStatement:mv,57
Assignment/ParenExpr:add,2
Unary/ParenExpr:mv,3
Ident/GenericString:upd,1216
Compound/For:add,4
Binary/Binary:mv,25
Binary/Unary:del,3
Label/GenericString:upd,18
InitExpr/Constant:upd,8
Case/If:del,3
Label/If:mv,1
Unary/GenericString:upd,2
RecordAccess/GenericString:mv,4
InitExpr/RecordPtAccess:add,1
Binary/ParenExpr:mv,11
Case/Ident:mv,12
InitList/InitExpr:add,1
FunCall/GenericList:add,3
Unary/Constant:del,5
Assignment/Constant:add,1
Cast/RecordPtAccess:mv,3
Cast/Ident:add,4
If/Break:add,6
DefineExpr/ParenExpr:add,4
Compound/Label:add,97
Left/Binary:mv,5
Assignment/FunCall:mv,151
DefineExpr/Binary:mv,3
Left/RecordPtAccess:add,11
Label/For:mv,1
Sequence/Assignment:mv,1
InitExpr/RecordPtAccess:mv,9
RecordAccess/RecordPtAccess:add,8
RecordPtAccess/GenericString:upd,76
Assignment/Constant:del,78
If/RecordPtAccess:mv,41
ArrayAccess/Binary:add,1
Some/FunCall:del,68
Assignment/Cast:mv,1
DefineDoWhileZero/Compound:mv,1
Unary/FunCall:mv,8
Left/Unary:add,3
RecordPtAccess/ParenExpr:del,11
ReturnExpr/Ident:mv,14
Left/RecordPtAccess:del,5
If/Return:del,4
Unary/ParenExpr:del,53
Compound/Case:del,6
Assignment/RecordPtAccess:add,19
GenericList/Left:mv,492
Left/Cast:del,40
If/Compound:mv,79
Binary/Unary:mv,5
If/Return:add,2
Unary/Constant:mv,4
GenericList/Left:del,165
DeclList/InitExpr:add,5
InitList/InitDesignators:add,35
Label/ExprStatement:add,14
Unary/RecordAccess:add,3
Case/ReturnExpr:del,1
Binary/Cast:del,2
If/ParenExpr:del,8
Assignment/Ident:del,8
FunCall/Ident:add,3
Assignment/RecordAccess:del,19
Program/Declaration:del,105
Binary/ArrayAccess:mv,12
Binary/RecordPtAccess:add,46
While/Compound:del,1
ReturnExpr/Binary:mv,2
Program/Declaration:add,196
RecordAccess/RecordPtAccess:mv,2
ExprStatement/Some:mv,34
Left/Cast:add,5
If/Binary:mv,91
If/Unary:mv,18
Program/Declaration:mv,8
While/Binary:mv,3
Compound/IfdefDirective:del,17
RecordPtAccess/Ident:mv,70
NotParsedCorrectly/GenericString:upd,36
If/Break:del,1
For/ExprStatement:add,3
Left/FunCall:mv,11
Label/GenericString:mv,2
MacroIteration/Compound:del,1
DefineExpr/ParenExpr:del,15
Assignment/GenericString:mv,6
Definition/Compound:mv,11
ReturnExpr/Constant:mv,26
Left/RecordAccess:add,4
If/Unary:add,64
If/Ident:del,9
Label/ExprStatement:del,2
Left/ArrayAccess:del,3
Assignment/GenericString:del,2
Assignment/FunCall:add,14
ParenExpr/CondExpr:mv,2
DeclList/GenericString:del,13
Left/Unary:mv,10
Binary/GenericString:mv,34
For/Compound:mv,4
Label/If:del,3
ExprStatement/Some:add,2
Compound/DeclList:add,131
If/FunCall:add,16
Unary/ArrayAccess:mv,39
Definition/GenericString:upd,68
InitExpr/Cast:add,1
Unary/Ident:add,20
DeclList/GenericString:mv,10
Some/GenericString:add,3
GenericList/ParameterType:del,12
Left/FunCall:add,1
Cast/RecordPtAccess:add,1
If/ReturnExpr:mv,54
Compound/Break:add,2
FunCall/Ident:mv,24
RecordPtAccess/GenericString:mv,36
MacroIteration/Left:add,1
Declaration/DeclList:del,1
Assignment/Assignment:mv,5
ParamList/ParameterType:add,18
DeclList/InitExpr:del,42
InitList/InitDesignators:del,1
Compound/While:del,1
Binary/Ident:add,125
Compound/Case:add,8
Case/ExprStatement:mv,4
If/Unary:del,14
While/ExprStatement:mv,2
Binary/Binary:add,1
Binary/Constant:mv,14
Binary/RecordAccess:del,37
Assignment/FunCall:del,7
Compound/Switch:mv,6
ParameterType/GenericString:add,1
Compound/If:mv,140
ParamList/ParameterType:del,4
InitExpr/RecordPtAccess:del,2
Unary/ParenExpr:add,2
Some/Assignment:add,142
Compound/Goto:add,47
Binary/FunCall:mv,44
Definition/Compound:del,10
Compound/Define:del,1
Assignment/Cast:add,6
For/ExprStatement:del,1
MacroDecl/GenericString:mv,86
Definition/ParamList:mv,10
Binary/ArrayAccess:del,1
Compound/DoWhile:add,1
Compound/ReturnExpr:mv,77
Binary/GenericString:del,8
DeclList/GenericString:add,6
If/IfToken:mv,58
Unary/RecordPtAccess:mv,83
Unary/GenericString:add,1
If/If:del,2
InitFieldOld/InitExpr:mv,7
Declaration/MacroDecl:add,1
SizeOfExpr/ParenExpr:add,1
If/ExprStatement:add,8
Binary/Constant:del,62
Compound/For:mv,11
If/FunCall:mv,34
Unary/GenericString:del,1
Program/CppTop:del,4
Label/GenericString:add,1
Case/ExprStatement:add,3
If/ArrayAccess:mv,4
Assignment/Unary:mv,27
ArrayAccess/Ident:mv,4
Binary/SizeOfType:mv,2
Ident/GenericString:mv,886
If/Goto:add,15
DoWhile/ExprStatement:mv,4
Left/Ident:del,8
Compound/For:del,3
Case/If:add,2
Assignment/SizeOfType:add,1
If/Compound:add,69
Compound/If:add,235
Left/FunCall:del,2
Assignment/RecordAccess:mv,16
DefineExpr/Constant:upd,2
Left/ParenExpr:del,1
Compound/Return:add,3
ParenExpr/Binary:del,2
ReturnExpr/Binary:del,2
ArrayAccess/RecordAccess:del,3
NotParsedCorrectly/GenericString:del,15
For/If:mv,3
Case/If:mv,1
InitList/InitFieldOld:del,8
Compound/ReturnExpr:add,62
Binary/Unary:add,4
Some/FunCall:add,18
RecordPtAccess/ArrayAccess:del,2
ArrayAccess/RecordPtAccess:add,2
Some/Assignment:mv,60
Binary/FunCall:del,7
FunCall/ParenExpr:del,1
RecordPtAccess/RecordPtAccess:del,1
Definition/Storage:del,17
CondExpr/Unary:mv,1
ReturnExpr/Unary:del,7
Ident/GenericString:add,17
Assignment/Unary:del,3
ReturnExpr/Ident:add,35
RecordAccess/RecordAccess:mv,1
Goto/GenericString:upd,96
Goto/GenericString:mv,38
Sequence/Constant:upd,8
ArrayAccess/RecordPtAccess:mv,1
Left/Cast:mv,1
Label/GenericString:del,1
Definition/Compound:add,1
Left/RecordAccess:mv,4
Binary/Ident:del,10
ReturnExpr/Ident:del,2
Assignment/GenericString:add,3
Assignment/ArrayAccess:mv,20
ReturnExpr/Constant:add,14
ParenExpr/RecordPtAccess:mv,21
If/If:mv,13
If/Ident:mv,4
Left/RecordAccess:del,8
If/Ident:add,40
Assignment/Binary:add,1
Assignment/Binary:del,3
Left/CondExpr:del,2
Program/IfdefTop:mv,6
If/ExprStatement:del,4
GenericList/Left:add,79
If/ReturnExpr:del,18
Left/Binary:add,21
Compound/IfdefDirective:add,5
DefineExpr/Cast:del,2
If/ReturnExpr:add,27
Binary/SizeOfExpr:del,2
While/Compound:mv,3
Assignment/ParenExpr:del,6
DoWhile/Compound:mv,2
If/FunCall:del,1
ParenExpr/Constant:upd,2
RecordPtAccess/RecordAccess:del,6
InitList/InitList:add,10
Assignment/RecordPtAccess:mv,53
ParenExpr/Assignment:mv,48
Binary/RecordAccess:mv,5
Label/ReturnExpr:mv,5
For/Compound:add,3
Compound/While:add,3
ReturnExpr/CondExpr:del,2
NotParsedCorrectly/GenericString:add,12
Binary/RecordPtAccess:del,30
Compound/Asm:add,2
Some/GenericString:mv,24
Left/RecordPtAccess:mv,14
If/IfToken:add,10
Assignment/GenericString:upd,10
Compound/DeclList:del,46
Binary/Cast:add,9
InitExpr/FunCall:add,9
ParameterType/GenericString:upd,8
Left/CondExpr:mv,2
Assignment/SizeOfExpr:del,1
Compound/ExprStatement:del,197
Program/Definition:mv,12
ParenExpr/Binary:mv,20
Binary/Constant:upd,10
If/ExprStatement:mv,181
InitDesignators/InitExpr:mv,7
DefineExpr/FunCall:mv,1
Program/NotParsedCorrectly:add,95
Include/GenericString:upd,22
Left/Constant:upd,502
Storage/GenericString:upd,6
CondExpr/FunCall:mv,1
Define/DefineDoWhileZero:del,1
FunCall/GenericList:del,2
Assignment/Cast:del,4
DeclList/Storage:del,6
Assignment/RecordPtAccess:del,5
Compound/MacroIteration:add,2
Compound/DeclList:mv,36
Compound/Goto:del,11
Assignment/Ident:mv,8
Unary/Ident:mv,6
RecordAccess/ArrayAccess:mv,12
Compound/If:del,69
InitList/InitList:mv,2
InitExpr/FunCall:mv,11
Assignment/Binary:mv,7
DoWhile/Compound:add,4
Assignment/Ident:add,98
DeclList/GenericString:upd,60
Left/Constant:del,81
InitExpr/Cast:mv,5
If/Binary:add,17
Binary/GenericString:add,7
InitExpr/RecordAccess:mv,1
Compound/Return:del,19
Define/DefineExpr:add,1
Some/Sequence:del,2
Unary/GenericString:mv,12
InitExpr/ParenExpr:mv,2
Default/Break:add,1
Left/SizeOfExpr:add,7
Binary/Ident:mv,12
MacroIteration/Left:mv,8
Label/Label:mv,1
DeclList/Storage:add,62
Binary/RecordPtAccess:mv,72
ParenExpr/Ident:del,5
If/Compound:del,186
ReturnExpr/FunCall:mv,32
ParenExpr/FunCall:mv,2
ParenExpr/ArrayAccess:mv,10
CondExpr/RecordPtAccess:mv,2
If/Binary:del,121
Compound/MacroStmt:add,1
Assignment/ParenExpr:mv,2
Binary/ParenExpr:del,16
MacroDecl/GenericString:upd,216
ParenExpr/FunCall:add,3
Left/SizeOfType:del,6
Binary/GenericString:upd,32
GenericList/ParameterType:mv,82
MacroIteration/GenericString:upd,2
RecordAccess/RecordAccess:del,8
Some/FunCall:mv,106
Sequence/Postfix:mv,3
Left/Unary:del,15
Left/Constant:add,5
FunCall/GenericList:mv,28
If/IfToken:del,3
ReturnExpr/FunCall:add,6
InitList/InitExpr:del,34
Compound/Break:del,10
DefineExpr/FunCall:add,17
Some/Binary:mv,1
Some/Postfix:mv,1
If/If:add,1
Program/NotParsedCorrectly:del,97
InitExpr/Unary:mv,2
Program/Definition:del,6
Binary/ArrayAccess:add,1
MacroIteration/Compound:mv,4
Compound/Label:mv,11
Program/CppTop:mv,42
Compound/Break:mv,6
DefineExpr/Binary:del,1
Some/Binary:del,1
If/Goto:del,16
Unary/RecordPtAccess:del,1
Binary/Binary:del,5
Compound/IfdefDirective:mv,4
InitExpr/Ident:add,70
SizeOfExpr/Ident:del,1
ParenExpr/Unary:add,6
Program/CppTop:add,6
If/RecordPtAccess:add,2
InitExpr/Constant:del,77
RecordPtAccess/ArrayAccess:mv,2
DeclList/FullType:add,1
Unary/RecordAccess:del,1
ReturnExpr/ParenExpr:del,20
If/Continue:add,1
Left/Constant:mv,4
IfdefDirective/GenericString:upd,2
Left/Ident:add,120
Some/Assignment:del,9
Compound/ReturnExpr:del,54
ReturnExpr/Unary:mv,29
ReturnExpr/Unary:add,8
ParenExpr/Cast:mv,5
For/Compound:del,11
Compound/MacroStmt:del,1
RecordPtAccess/Ident:add,6
Definition/Storage:add,44
Compound/Label:del,9
Compound/Asm:del,2
Default/ExprStatement:del,1
Cast/FunCall:mv,11
For/ExprStatement:mv,48
Cast/Unary:del,3
RecordPtAccess/RecordPtAccess:mv,13
Unary/RecordPtAccess:add,7
Binary/Constant:add,4
Cast/Unary:mv,1
Binary/FunCall:add,13
ArrayAccess/Ident:add,1
Compound/ExprStatement:add,282
Cast/ParenExpr:del,1
InitExpr/FunCall:del,1
Unary/RecordAccess:mv,13
InitExpr/SizeOfType:mv,2
ParenExpr/Ident:add,2
